"Nombre_centro","Nombre_capacitacion","Capacitacion_contenido","Capacitation_horas","Capacitation_certificacion","Pais","Atual","Desde","Modalidade","Responsable_email","Center_telefono"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
" NO ES UN CENTRO DE CAPACITACION,, ES LA SECRETARÍA DE SALUD DE SAN LUIS POTOSÍ, SIN EMBARGO SE REALIZA DENTRO DE LAS FUNCIONES CAPACITACIÓN EN LA MATERIA."," DETECCIÓN  ORIENTACIÓN Y CONSEJERIA EN ADICCIONES EN EL PRIMER NIVEL DE ATENCIÓN DE SALUD.
"," CONCEPTOS BÁSICOS SOBRE ADICCIONES
EFECTOS DE ALCOHOL TABACO Y OTRAS DROGAS
INSTRUMENTOS DE DETECCIÓN
CONSEJERÍA EN ADICCIONES
DERIVACIÓN DE USUARIOS DE DROGAS","6","SI","MÉXICO","SI","2011","PRESENCIAL,","CECASLP@HOTMAI.COM","4441426525"
" NO ES UN CENTRO DE CAPACITACION  PERTENEZCO A SENDA. SERVICIO NACIONAL PARA LA PREVENCION Y TRATAMIENTO DE DROGAS Y ALCOHOL CHILE. "," DETECCION PRECOZ , INTERVENCIONES BREVES Y DERIVACION A TRATAMIENTO ."," CONCEPTOS GENERALES DE DROGAS 
INSTRUMENTO ASSIST   HOSTORIA Y FORMA DE APLICACIÍN.
MODULOS TEORICO.- PRACTICOS DE INTERVENCION MINIMA , INTERVENCION BREVE Y DERIVACION A TRATAMIENTO.","8","SI","CHILE","SI","3","PRESENCIAL,","LACUNA@SENDA.GOB.CL","+56982332203"
"OFRECIDO POR UNEME-CAPA A CENTRO DE SALUD "," TABAQUISMO 
ALCOHOLISMO 
HABILIDADES PARA LA VIDA
10 RECOMENDACIONES PARA PADRES ","DETENCIÓN TEMPRANA D CONSUMO DE ALCOHOL  TABACO Y OTRAS DROGAS ","-1.0","SI","MÉXICO","SI","-3.0","PRESENCIAL,","CNVELDORADO@HOTMAIL.COM","6671577171"
" ORGANIZACIÓN PANAMERICANA DE LA SALUD - OPS"," FAMILIAS FUERTES: AMOR Y LIMITES "," AMOR Y LIMITES
METAS Y SUEÑOS
ESTABLECIMIENTO DE REGLAS
COMUNICACIÓN EN FAMILIA
HACER FRENTE AL ESTRÉS
USO DE CONSECUENCIAS
PROTECCIÓN PARA FACTORES DE RIESGO
MANEJO DE LA PRESIÓN DE COMPAÑEROS","5","SI","COLOMBIA","SI","2012","PRESENCIAL,","SALAZARLUZ@PAHO.ORG","317 4050653"
" PASTORAL DA SOBRIEDADE, ORGANISMO DA CNBB
ATENDIMENTOS E ORIENTAÇÕES EM CLINICA PARTICULAR COM FOCO EM ATUAÇÃO SOCIAL."," PASTORAL DA SOBRIEDADE"," FORMAÇÃO DE CAPACITAÇÃO PARA AGENTES QUE POSSAM ATUAR NOS GRUPOS DE AUTOAJUDA.","20","SI","BRASIL","SI","1990","PRESENCIAL,","FRITZKJR@YAHOO.COM.BR","(11) 986666111"
" PEMEX"," PREVENCIÓN DEL CONSUMO DE SUSTANCIAS PSICOACTIVAS A DERECHOHABIENTES DE PEMEX"," CONCEPTOS
SINTOMAS
EFECTOS
ALTERNATIVAS DE TRATAMIENTO","1","NO","MÉXICO","NO","2007","PRESENCIAL,","JULIAN.SALVADOR.BENITEZ@PEMEX.COM","938 1048729"
" PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE"," INTERVENCIONES BREVES PARA DISMINUIR EL DAÑO POR USO RIESGOSO DE ALCOHOL EN ATENCIÓN PRIMARIA, PARA TÉCNICOS PARAMÉDICOS.","1. EFECTIVIDAD DE LAS INTERVENCIONES BREVES, PORTENCIAL IMPACTO, IMPORTANCIA
2. CONOCIMIENTO DEL AUDIT, TOMA DE CONSCIENCIA DEL PROPIO NIVEL DE CONSUMO Y NORMAS CULTURALES LOCALES
3. PRUEBA PRÁCTICA DE LA APLICACIÓN DEL AUDIT
4. PRESENTACIÓN DE LA INTERVENCIÓN BREVE Y MATERIALES DE INTERVENCIÓN. VÍDEO DEMOSTRATIVO.
5. ENSAYO DE LA INTERVENCIÓN EN PEQUEÑOS GRUPOS (ROLE-PLAY)
6. ACREDITACIÓN DE LAS HABILIDADES EN ESPEJO BI-DIRECCIONAL CON USUARIO SIMULADO (ACTOR)","8","NO","CHILE","NO","2015","PRESENCIAL,","NBARTICEVIC@MED.PUC.CL","56-962225043"
" PRESBITERIO ARGENTINO DE CAPELLANES CRISTIANOS ORTODOXOS Y CRISTIANOS EVANGÉLICOS, PACE Y PACCO "," SEMINARIO DE INTERVENCIÓN PSICOSOCIAL Y ESPIRITUAL EN ADICCIONES "," MÓDULO 1 EL MEDIADOR SOCIAL Y EL FENÓMENO DE LAS ADICCIONES 
MÓDULO 2 DROGAS Y CONCEPTOS ASOCIADOS 
MÓDULO 3 PREVENCIÓN 
MÓDULO 4 HABILIDADES DEL MEDIADOR
MÓDULO 5 MEDIOS DE COMUNICACIÓN Y PREVENCIÓN.
MÓDULO 6 DISEÑO DE PRÁCTICAS: ACTIVIDADES DE PREVENCIÓN Y GESTIÓN DEL RIESGO POR PARTE DEL ALUMNADO EN FORMACIÓN ","40","SI","ARGENTINA","SI","3","PRESENCIAL,A DISTANCIA,SEMIPRESENCIAL,","FORMACIONCRISTIANA@HOTMAIL.COM","011-15-38291898"
" PREVER"," ATENCIÓN PRIMARIA DE LA SALUD 
FORMACIÓN DE CONSEJEROS EN ALCOHOL Y DROGAS ","SALUD MENTAL 
DROGAS GENERALIDADES 
HABILIDAD PARA LA VIDA 
FARMACOLOGIA","40","NO","PARAGUAY","NO","1998","SEMIPRESENCIAL,","LIZAMARILLA@TIGO.COM.PY","+595983334207"
"PROGRAMA A NIVEL JURISDICCIONAL","CONSEJERIA EN ADICCIONES
SENSIBILIZACION
DIEZ RECOMENDACIONES
HABILIDADES PARA LA VIDA
MITOS Y REALIDADES DE LAS DROGAS","CONSEJERIA EN ADICCIONES
SENSIBILIZACION
DIEZ RECOMENDACIONES
HABILIDADES PARA LA VIDA
MITOS Y REALIDADES DE LAS DROGAS
VARIABLE DEPENDIENDO DE LA NECESIDAD ","3","SI","MÉXICO","SI","2010","PRESENCIAL,","ALHELIFA@HOTMAIL.COM","4771298109"
" SOY PROFESOR DEL CENTRO REGIONAL DE REFERENCIA EN CRACK, ALCOHOL Y OTRAS DROGAS / SENAD -SECRETARIA NACIONAL DE POLITICAS SOBRE DROGAS, MINISTERIO DE JUSTICIA DE BRASIL
CURSO: PROYECTO TERAPÉUTICO SINGULAR - 2016
MÓDULO - INTERVENCIONES PSICOSOCIAES: CLASES DE INTERVENCIÓN BREVE E INTERVENCIONES PSICOSOCIALES PARA PROFESIONALES DE SALUD Y SALUD MENTAL DE LA REGIÓN DE LONDRINA, EN EL ESTADO DE PARANÁ"," CENTRO REGIONAL DE REFERENCIA EN CRACK, ALCOHOL Y OTRAS DROGAS / SENAD-UNIVERSIDADE ESTADUAL DE LONDRINA- BR"," POLÍTICA DE SAÚDE MENTAL E REDUÇÃO DE DANOS DO BRASIL
DETECÇÃO PRECOCE, TRATAMENTO E REABILITAÇÃO DOS PRINCIPAIS QUADROS CLÍNICOS EM DEPENDÊNCIA QUÍMICA
PROJETO TERAPEUTICO SINGULAR
INTERVENÇÃO BREVE E  ENTREVISTA MOTIVACIONAL
ARTETERAPIA APLICADA A USUÁRIOS DE SUBSTÂNCIAS PSICOATIVAS","80","NO","BRASIL","NO","4","PRESENCIAL,","CRR@GMAIL.COM","43988268060"
"SUPERA / GEPAD","PALESTRANTE E MULTIPLICADORA","CINCO MÓDULOS","120","SI","BRASIL","SI","2016","PRESENCIAL,A DISTANCIA,","ESANTOS@PREFEITURASP.COM.BR","98367-1856"
" UDED (UNIDADE DE DEPENDÊNCIA DE DROGAS)"," INFORMALCOOL"," 3","1","SI","BRASIL","SI","2011","A DISTANCIA,","INFORMALCOOL@GMAIL.COM","(11)97519-2315"
" UMAPS LOMAS DE GUADALUPE"," PREVENCIÓN DE ADICCIONES","TAMIZAJE,  RELACIONES FAMILIARES, ÁREA DE CONDUCTA ANTISOCIAL, SITUACIONES A MEJORAR, METAS DE VIDA A CORTO, MEDIANO Y LARGO PLAZO, RECILIENCIA","1","SI","MÉXICO","SI","1","PRESENCIAL,","LIC_OMAR2GUTIERREZ@HOTMAIL.COM","477-2-53-43-54"
" UNEME-CAPA CAMPECHE"," CONSEJERIA EN ADICCIONES","CONCEPTOS BASICOS DE ADICCIONES
 METODO IDEAS
INFORMACION DE LAS UNEME-CAPA","3","SI","MÉXICO","SI","8","PRESENCIAL,","CORDINACIONCAPACAMPECHE@GMAIL.COM","9811311256"
" UNEME CAPA CENTRO"," MITOS Y REALIDADES, 10 RECOMENDACIONES, HABILIDADES PARA LA VIDA"," DESARROLLO DE HABILIDADES, DETECCIÓN Y PREVENCIÓN DE ADICCIONES, MITOS Y REALIDADES DE LAS DROGAS","1","SI","MÉXICO","SI","2011","PRESENCIAL,","FORMAENSENADA@HOTMAIL.COM","1788577"
" UNEME-CAPA (CENTRO DE ATENCIÓN PRIMARIA EN ADICCIONES)","1.- CURSO: ""HABILIDADES PARA LA VIDA"".
2.- CURSO: ""IDEAS"" (DESARROLLO DE ESTRATEGIAS DE CONSEJO BREVE PARA EL MANEJO DE LAS ADICCIONES).
3.- MITOS Y REALIDADES DE LAS DROGAS
4.- ESTILOS DE CRIANZA POSITIVA PARA PADRES DE NIÑOS ADOLESCENTES.
"," 1.- ENTREVISTA
2.- ADMISIÓN
3.- EVALUACIÓN.
4.- TRATAMIENTO
5.- SEGUIMIENTO.","10","SI","MÉXICO","SI","8","PRESENCIAL,","CABOSANLUCAS1CNV@HOTMAIL.COM","6241608865"
" UNEME CAPA CHOLULA"," CAPACITACIÓN EN ADICCIONES "," CONOCIMIENTO DE LAS SUSTANCIAS 
COMO ABORDAR A LOS JÓVENES ","8","SI","MÉXICO","SI","9","PRESENCIAL,","MARACELIAVILA@HOTMAIL.COM","2227136297"
" UNEME CAPA COYUCA DE BENITEZ"," 


PROGRAMA DE SASTIFACTORES COTIDIANOS 2017



"," INTRODUCCIONDEL PROGRAMA DE SASTIFACTORES COTIDIANOS,META,CRITERIOS DE INCLUSION,DURACION DEL TRATAMIENTO Y COMPONENTES DE INTERVENCION.","8","SI","MÉXICO","SI","2017","PRESENCIAL,","CNV_COYUCA@HOTMAIL.COM","7445865673"
" UNEME CAPA DURANGO"," METODO IDEAS","METODO IDEAS: CONCEPTOS BASICOS DE ADICCIONES Y PREVENCION, EVALUACION DEL CONSUMO, INTERVENCION BREVE, REFERENCIAS.

","6","SI","MÉXICO","SI","2009","PRESENCIAL,","FORMADURANGOTIJUANA@GMAIL.COM","6641193333"
